Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
KatalonSuite,IE 11,,2018-07-05 10:11:22,2018-07-05 10:11:35,13.423s,FAILED
,,,,,,
Test Cases/WebRegressionTest,IE 11,,2018-07-05 10:11:23,2018-07-05 10:11:35,12.027s,FAILED
Start listener action : sampleBeforeTestCase,IE 11,,2018-07-05 10:11:23,2018-07-05 10:11:32,8.932s,PASSED
"Statement - For ([i = 1, i <= com.kms.katalon.core.testdata.TestDataFactory.findTestData(user_details).getRowNumbers(), (i++)])",IE 11,,2018-07-05 10:11:32,2018-07-05 10:11:34,1.867s,PASSED
setText,IE 11,,2018-07-05 10:11:34,2018-07-05 10:11:34,0.157s,FAILED
Start listener action : sampleAfterTestCase,IE 11,,2018-07-05 10:11:34,2018-07-05 10:11:35,0.646s,PASSED
